GENE	TREENESS_RATIO	treeness	RCV
112526at147545	171.0155	0.9995	0.0058
97109at147545	69.5266	0.8843	0.0127
78806at147545	50.3637	0.8206	0.0163
101424at147545	42.1262	0.8419	0.02
33099at147545	38.8593	0.8871	0.0228
91275at147545	38.5993	0.9481	0.0246
14123at147545	38.4957	0.8945	0.0232
29398at147545	35.9059	0.7622	0.0212
122686at147545	35.2433	0.9255	0.0263
118119at147545	32.9495	0.8589	0.0261
111668at147545	32.5778	0.7493	0.023
60920at147545	31.9314	0.897	0.0281
117777at147545	30.0315	0.6746	0.0225
30334at147545	29.8124	0.9824	0.033
50141at147545	28.9446	0.1784	0.0062
30420at147545	28.4133	0.9575	0.0337
37149at147545	28.3302	0.8138	0.0287
77476at147545	27.8454	0.8475	0.0304
47488at147545	27.4034	0.7862	0.0287
70760at147545	27.1417	0.7795	0.0287
102942at147545	26.9073	0.9586	0.0356
41498at147545	26.8081	0.7052	0.0263
49761at147545	26.1161	0.8267	0.0317
55734at147545	25.8678	0.6549	0.0253
85577at147545	24.8531	0.8662	0.0349
61270at147545	24.7671	0.8315	0.0336
100489at147545	24.6189	0.921	0.0374
10330at147545	24.184	0.9308	0.0385
66556at147545	23.5891	0.598	0.0254
46768at147545	23.5082	0.9296	0.0395
110698at147545	23.0217	0.9074	0.0394
45324at147545	22.4699	0.8981	0.04
119262at147545	22.4649	0.9064	0.0403
103613at147545	22.0913	0.8558	0.0387
52223at147545	22.0894	0.8928	0.0404
107808at147545	22.0661	0.489	0.0222
74882at147545	21.7209	0.881	0.0406
107636at147545	21.6816	0.7943	0.0366
54659at147545	21.5914	0.721	0.0334
25804at147545	21.4466	0.8628	0.0402
103491at147545	21.2995	0.9783	0.0459
115802at147545	21.2094	0.9361	0.0441
76922at147545	21.1212	0.8856	0.0419
112316at147545	20.9571	0.5538	0.0264
45769at147545	20.9174	0.9192	0.0439
62500at147545	20.9044	0.2991	0.0143
38709at147545	20.8362	0.9183	0.0441
35215at147545	20.6089	0.8138	0.0395
81356at147545	20.5692	0.9266	0.045
69241at147545	20.4999	0.8653	0.0422
48331at147545	20.3702	0.8796	0.0432
74241at147545	19.9315	0.7953	0.0399
102682at147545	19.8858	0.8334	0.0419
24991at147545	19.4998	0.848	0.0435
7347at147545	19.4727	0.6866	0.0353
29210at147545	19.4294	0.854	0.044
88296at147545	19.1573	0.8343	0.0436
55603at147545	19.0193	0.7313	0.0385
55356at147545	18.9643	0.7666	0.0404
31211at147545	18.8319	0.8167	0.0434
106852at147545	18.7816	0.9366	0.0499
114217at147545	18.7527	0.8874	0.0473
89574at147545	18.7381	0.743	0.0396
92089at147545	18.6705	0.418	0.0224
103933at147545	18.6482	0.6145	0.033
27437at147545	18.5599	0.7781	0.0419
101803at147545	18.4519	0.571	0.0309
113970at147545	18.2267	0.9983	0.0548
36195at147545	18.2244	0.9336	0.0512
33579at147545	18.1409	0.8579	0.0473
49601at147545	18.0751	0.8508	0.0471
99957at147545	17.8705	0.9303	0.0521
100316at147545	17.8649	0.5185	0.029
33003at147545	17.7166	0.9028	0.051
14935at147545	17.6271	0.7092	0.0402
6899at147545	17.5975	0.8336	0.0474
111536at147545	17.4515	0.8019	0.046
23473at147545	17.4177	0.8552	0.0491
114019at147545	17.4144	0.5471	0.0314
84804at147545	17.3842	0.8863	0.051
61608at147545	17.3568	0.7784	0.0448
22776at147545	17.2903	0.6966	0.0403
117172at147545	17.2345	0.7634	0.0443
53863at147545	17.2147	0.8653	0.0503
92439at147545	17.1386	0.6383	0.0372
10278at147545	17.857	0.9112	0.051
107512at147545	17.0576	0.881	0.0516
5802at147545	17.0418	0.609	0.0357
60098at147545	17.031	0.4158	0.0244
100998at147545	16.9121	0.9228	0.0546
74587at147545	16.9037	0.8503	0.0503
20212at147545	16.8826	0.8767	0.0519
99148at147545	16.8792	0.8678	0.0514
56930at147545	16.8727	0.8591	0.0509
46213at147545	16.8454	0.6013	0.0357
81295at147545	16.8288	0.8561	0.0509
72514at147545	16.7551	0.8845	0.0528
8164at147545	16.7434	0.6395	0.0382
54268at147545	16.6308	0.2845	0.0171
29133at147545	16.6296	0.9158	0.0551
109575at147545	16.5455	0.7248	0.0438
46483at147545	16.4685	0.9105	0.0553
97779at147545	16.4367	0.9366	0.057
71634at147545	16.4335	0.8089	0.0492
111549at147545	16.4267	0.9246	0.0563
36146at147545	16.3239	0.7573	0.0464
58802at147545	16.1727	0.7439	0.046
58598at147545	16.389	0.4205	0.0257
26114at147545	16.312	0.6128	0.0376
6647at147545	16.176	0.9146	0.0565
89555at147545	16.72	0.7293	0.0436
31410at147545	15.9963	0.9242	0.0578
29912at147545	15.9096	0.512	0.0322
24656at147545	15.8208	0.299	0.0189
109627at147545	15.7925	0.9454	0.0599
107558at147545	15.7187	0.8003	0.0509
119856at147545	15.6862	0.7955	0.0507
20455at147545	15.6354	0.5283	0.0338
113585at147545	15.6184	0.6749	0.0432
24437at147545	15.5881	0.8167	0.0524
26987at147545	15.5549	0.4895	0.0315
112454at147545	15.5432	0.4738	0.0305
38023at147545	15.4914	0.4221	0.0273
109532at147545	15.4723	0.8786	0.0568
89709at147545	15.4267	0.6062	0.0393
24003at147545	15.3723	0.8621	0.0561
29503at147545	15.1487	0.8795	0.0581
116419at147545	15.837	0.7687	0.0485
112279at147545	15.535	0.6177	0.0398
116317at147545	15.233	0.7366	0.0484
68539at147545	14.9109	0.8429	0.0565
5796at147545	14.8966	0.2303	0.0155
29726at147545	14.8547	0.6756	0.0455
94928at147545	14.8294	0.8491	0.0573
40123at147545	14.8019	0.9094	0.0614
102987at147545	14.7996	0.9886	0.0668
47015at147545	14.6935	0.85	0.0579
21038at147545	14.5711	0.9803	0.0673
53889at147545	14.5484	0.8429	0.0579
100306at147545	14.5305	0.7539	0.0519
102540at147545	14.4831	0.509	0.0351
78468at147545	14.4244	0.9177	0.0636
98302at147545	14.3666	0.6977	0.0486
91616at147545	14.3514	0.7768	0.0541
25515at147545	14.3111	0.843	0.0589
82014at147545	14.1911	0.7772	0.0548
18820at147545	14.0971	0.8683	0.0616
497at147545	14.0656	0.8205	0.0583
24083at147545	14.0492	0.8578	0.0611
69076at147545	14.461	0.7212	0.0499
84240at147545	14.0244	0.916	0.0653
109398at147545	13.9918	0.8904	0.0636
56758at147545	13.9702	0.8745	0.0626
56504at147545	13.9293	0.6954	0.0499
95432at147545	13.9134	0.9471	0.0681
46472at147545	13.8677	0.8817	0.0636
117219at147545	13.8424	0.8981	0.0649
27564at147545	13.8374	0.8103	0.0586
38579at147545	13.8197	0.9083	0.0657
78534at147545	13.7871	0.8555	0.0621
11301at147545	13.7711	0.7925	0.0575
97119at147545	13.7581	0.5804	0.0422
69234at147545	13.6087	0.7986	0.0587
27390at147545	13.5472	0.6186	0.0457
80264at147545	13.5451	0.8842	0.0653
22277at147545	13.5375	0.6028	0.0445
69032at147545	13.5271	0.8766	0.0648
76617at147545	13.4814	0.8898	0.066
10144at147545	13.4507	0.9364	0.0696
